ID,Ag(wt%),Al(wt%),Be(wt%),Ce(wt%),Cr(wt%),Cu(wt%),Fe(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Re(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%),ST1,TIME1,ST2,TIME2,ST3,TIME3,Cold_Deformation_percent,First_Aging_Temp_C,First_Aging_Time_h,Second_Aging_Temp_C,Second_Aging_Time_h,Third_Aging_Temp_C,Third_Aging_Time_h,Processing_Description,UTS(MPa)
27,0.0,87.38,0.0,0.0,0.0,2.2,0.06,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,8.0,0.12,460,60,0,0,0,0,0.0,120,25.0,185,0.7,120,24.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 120.0℃ for 25.0 hours.,631.0
28,0.0,87.38,0.0,0.0,0.0,2.2,0.06,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,8.0,0.12,460,60,0,0,0,0,0.0,120,3.5,160,6.5,0,0.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 120.0℃ for 3.5 hours.,636.0
29,0.0,87.48,0.0,0.0,0.13,1.6,0.18,0.0,2.38,0.1,0.0,0.0,0.07,0.0,0.1,0.0,7.86,0.1,470,30,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,588.0
30,0.0,87.76,0.0,0.0,0.0,2.82,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,470,240,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,660.0
31,0.0,89.28,0.0,0.0,0.4,2.3,0.15,0.0,2.1,0.05,0.0,0.0,0.1,0.0,0.06,0.0,5.39,0.17,460,120,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,712.8
32,0.0,89.1,0.0,0.0,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.1,480,120,0,0,0,0,0.0,120,24.0,163,15.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,561.0
33,0.0,89.1,0.0,0.0,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.1,480,120,0,0,0,0,0.0,120,24.0,163,24.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,554.0
34,0.0,89.1,0.0,0.0,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.1,480,120,0,0,0,0,0.0,120,24.0,163,27.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,534.0
35,0.0,89.1,0.0,0.0,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.1,480,120,0,0,0,0,0.0,120,24.0,163,30.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,500.0
36,0.0,90.27,0.0,0.0,0.0,1.6,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,470,120,0,0,0,0,0.0,121,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 121.0℃ for 24.0 hours.,554.2
37,0.0,90.27,0.0,0.0,0.0,1.6,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,470,120,0,0,0,0,0.0,121,5.0,153,16.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 121.0℃ for 5.0 hours.,551.2
38,0.0,89.57,0.0,0.0,0.25,0.56,0.5,0.0,2.2,0.3,0.0,0.0,0.4,0.0,0.2,0.0,6.02,0.0,470,120,0,0,0,0,0.0,120,32.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 32.0 hours.,547.0
39,0.0,89.57,0.0,0.0,0.25,0.56,0.5,0.0,2.2,0.3,0.0,0.0,0.4,0.0,0.2,0.0,6.02,0.0,470,120,0,0,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 10.0 hours.,529.0
40,0.0,89.57,0.0,0.0,0.25,0.56,0.5,0.0,2.2,0.3,0.0,0.0,0.4,0.0,0.2,0.0,6.02,0.0,470,120,0,0,0,0,0.0,120,75.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 75.0 hours.,531.0
41,0.0,89.57,0.0,0.0,0.25,0.56,0.5,0.0,2.2,0.3,0.0,0.0,0.4,0.0,0.2,0.0,6.02,0.0,470,120,0,0,0,0,0.0,120,128.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 128.0 hours.,551.0
42,0.0,89.57,0.0,0.0,0.25,0.56,0.5,0.0,2.2,0.3,0.0,0.0,0.4,0.0,0.2,0.0,6.02,0.0,470,120,0,0,0,0,0.0,120,180.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 180.0 hours.,523.0
43,0.0,85.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,810.0
44,0.0,84.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,810.0
45,0.0,86.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,780.0
46,0.0,83.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,12.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,780.0
47,0.0,82.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,13.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,770.0
48,0.0,81.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,14.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,750.0
49,0.0,80.16,0.0,0.0,0.0,1.8,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,15.0,0.14,450,60,475,90,0,0,0.0,120,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 10.0 hours.,620.0
50,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h.,545.0
51,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,60,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 1h.,554.0
52,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,120,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h.,543.0
53,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,360,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 6h.,526.0
54,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,120,4.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,660.0
55,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,120,4.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,545.0
56,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,120,2.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 2.0 hours.,601.0
57,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,120,8.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 8.0 hours.,636.0
58,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,120,12.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 12.0 hours.,626.0
59,0.0,87.374,0.0,0.0,0.002,2.0,0.13,0.0,2.21,0.003,0.0,0.0,0.06,0.0,0.001,0.0,8.06,0.16,470,240,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 4h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,624.0
60,0.0,98.38,0.0,0.0,0.21,0.2,0.14,0.0,0.66,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,535,60,0,0,0,0,0.0,175,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 535℃ for 1h. the second heat treatment is Aging at 175.0℃ for 24.0 hours.,296.0
61,0.0,98.27,0.0,0.0,0.29,0.21,0.14,0.0,0.69,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,535,60,0,0,0,0,0.0,175,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 535℃ for 1h. the second heat treatment is Aging at 175.0℃ for 24.0 hours.,275.0
62,0.0,98.49,0.0,0.0,0.1,0.21,0.14,0.0,0.68,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,535,60,0,0,0,0,0.0,175,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 535℃ for 1h. the second heat treatment is Aging at 175.0℃ for 24.0 hours.,265.0
63,0.0,98.6,0.0,0.0,0.0,0.22,0.12,0.0,0.66,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,535,60,0,0,0,0,0.0,175,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 535℃ for 1h. the second heat treatment is Aging at 175.0℃ for 24.0 hours.,245.0
64,0.0,89.74,0.0,0.0,0.0,1.99,0.08,0.0,2.16,0.0,0.0,0.0,0.03,0.0,0.0,0.0,5.89,0.11,470,120,0,0,0,0,0.0,120,6.0,165,16.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 6.0 hours.,448.0
65,0.0,86.82,0.0,0.0,0.0,5.5,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,460,60,0,0,0,0,0.0,130,8.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 130.0℃ for 8.0 hours.,468.24
66,0.0,88.7,0.0,0.0,0.0,5.3,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,460,60,0,0,0,0,0.0,130,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 130.0℃ for 10.0 hours.,442.01
67,0.0,88.9,0.0,0.0,0.0,5.7,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,460,60,0,0,0,0,0.0,130,8.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 130.0℃ for 8.0 hours.,429.47
68,0.0,87.65,0.0,0.0,0.0,5.8,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,460,60,0,0,0,0,0.0,130,8.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 130.0℃ for 8.0 hours.,431.86
69,0.0,89.2,0.0,0.0,0.0,5.6,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,460,60,0,0,0,0,0.0,130,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 1h. the second heat treatment is Aging at 130.0℃ for 10.0 hours.,389.965
70,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,95,5.0,190,8.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 95.0℃ for 5.0 hours.,412.0
71,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,110,5.0,160,4.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 110.0℃ for 5.0 hours.,521.0
72,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,125,5.0,175,12.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 125.0℃ for 5.0 hours.,474.0
73,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,95,7.0,175,4.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 95.0℃ for 7.0 hours.,510.0
74,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,110,7.0,190,12.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 110.0℃ for 7.0 hours.,422.0
75,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,125,7.0,160,8.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 125.0℃ for 7.0 hours.,516.0
76,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,95,9.0,160,12.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 95.0℃ for 9.0 hours.,511.0
77,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,110,9.0,175,8.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 110.0℃ for 9.0 hours.,516.0
78,0.0,89.52,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.1,0.0,0.0,0.15,0.0,0.1,0.0,5.6,0.0,480,240,0,0,0,0,0.0,125,9.0,190,4.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 4h. the second heat treatment is Aging at 125.0℃ for 9.0 hours.,511.0
79,0.0,80.75999999999999,0.0,0.0,0.0,2.8,0.0,0.0,3.16,0.0,0.0,0.076,0.0,0.0,0.0,0.0,13.0,0.204,450,120,460,120,470,120,50.0,120,4.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 2h. the second heat treatment is Solution treatment at 460℃ for 2h. the third heat treatment is Solution treatment at 470℃ for 2h. the fourth heat treatment is Cold rolling at 20℃ with 50.0% reduction. the fifth heat treatment is Aging at 120.0℃ for 4.0 hours.,734.0
80,0.0,86.28,0.0,0.0,0.0,1.7,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.12,470,180,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 3h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,763.0
